1+0i,0.0001+0i,-0+0i,4+0i,1+0i,0.0003919999999766333+0i
1+0i,1e-06+0i,-0+0i,4+0i,1+0i,0.0003159999999979846+0i
1+0i,1e-08+0i,-0+0i,4+0i,1+0i,0.0003100000000131331+0i
1+0i,1e-10+0i,-0+0i,4+0i,1+0i,0.002701999999999316+0i
1+0i,1e-12+0i,-0+0i,4+0i,1+0i,0.0008620000000405525+0i
2+0i,0.0001+0i,-0+0i,5+0i,1+0i,0.0009979999999814027+0i
2+0i,1e-06+0i,-0+0i,5+0i,1+0i,0.001035999999999149+0i
2+0i,1e-08+0i,-0+0i,5+0i,1+0i,0.0001399999999875945+0i
2+0i,1e-10+0i,-0+0i,5+0i,1+0i,0.0001060000000165928+0i
2+0i,1e-12+0i,-0+0i,5+0i,1+0i,0.0001079999999546999+0i
3+0i,0.0001+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0.008151999999995496+0i
3+0i,1e-06+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
3+0i,1e-08+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
3+0i,1e-10+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
3+0i,1e-12+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
4+0i,0.0001+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
4+0i,1e-06+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
4+0i,1e-08+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
4+0i,1e-10+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
4+0i,1e-12+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
5+0i,0.0001+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
5+0i,1e-06+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
5+0i,1e-08+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
5+0i,1e-10+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
5+0i,1e-12+0i,-0.1448738026396014-0.2412762155983416i,1000+0i,1.468747327272162+0i,0+0i
1+0i,0.0001+0i,1.55963155846587+0i,14+0i,6.092464865847802e-05+0i,0+0i
1+0i,1e-06+0i,1.559610631982455+0i,20+0i,4.694998270160511e-07+0i,0+0i
1+0i,1e-08+0i,1.559610466644288+0i,25+0i,8.141078033929716e-09+0i,0+0i
1+0i,1e-10+0i,1.559610469440652+0i,31+0i,6.273914721077745e-11+0i,0+0i
1+0i,1e-12+0i,1.559610469462202+0i,37+0i,4.836131495267182e-13+0i,0+0i
2+0i,0.0001+0i,1.55963155846587+0i,13+0i,6.092464865847802e-05+0i,0+0i
2+0i,1e-06+0i,1.559610631982455+0i,19+0i,4.694998270160511e-07+0i,0+0i
2+0i,1e-08+0i,1.559610466644288+0i,24+0i,8.141078033929716e-09+0i,0+0i
2+0i,1e-10+0i,1.559610469440652+0i,30+0i,6.273914721077745e-11+0i,0+0i
2+0i,1e-12+0i,1.559610469462202+0i,36+0i,4.836131495267182e-13+0i,0+0i
3+0i,0.0001+0i,1.559589238922786+0i,14+0i,6.133108581152236e-05+0i,0+0i
3+0i,1e-06+0i,1.559610305847824+0i,20+0i,4.726614366568072e-07+0i,0+0i
3+0i,1e-08+0i,1.55961047229943+0i,25+0i,8.195904399599385e-09+0i,0+0i
3+0i,1e-10+0i,1.559610469484233+0i,31+0i,6.316103196013501e-11+0i,0+0i
3+0i,1e-12+0i,1.559610469462538+0i,37+0i,4.862776847858186e-13+0i,0+0i
4+0i,0.0001+0i,1.559582990655823+0i,14+0i,7.93807003107716e-05+0i,0+0i
4+0i,1e-06+0i,1.559610257694432+0i,20+0i,6.117703803543151e-07+0i,0+0i
4+0i,1e-08+0i,1.559610467830384+0i,26+0i,4.714596046895281e-09+0i,0+0i
4+0i,1e-10+0i,1.559610469490668+0i,31+0i,8.175060628445863e-11+0i,0+0i
4+0i,1e-12+0i,1.559610469462587+0i,37+0i,6.301625887772389e-13+0i,0+0i
5+0i,0.0001+0i,1.559624393127264+0i,15+0i,4.022421698168799e-05+0i,0+0i
5+0i,1e-06+0i,1.559610228029264+0i,20+0i,6.974692232653013e-07+0i,0+0i
5+0i,1e-08+0i,1.55961046760177+0i,26+0i,5.375032641197208e-09+0i,0+0i
5+0i,1e-10+0i,1.559610469448031+0i,32+0i,4.142286513797444e-11+0i,0+0i
5+0i,1e-12+0i,1.559610469462618+0i,37+0i,7.176481631177012e-13+0i,0+0i
1+0i,0.0001+0i,-0+0i,4+0i,1+0i,0+0i
1+0i,1e-06+0i,-0+0i,4+0i,1+0i,0+0i
1+0i,1e-08+0i,-0+0i,4+0i,1+0i,0+0i
1+0i,1e-10+0i,-0+0i,4+0i,1+0i,0+0i
1+0i,1e-12+0i,-0+0i,4+0i,1+0i,0+0i
2+0i,0.0001+0i,-0+0i,5+0i,1+0i,0+0i
2+0i,1e-06+0i,-0+0i,5+0i,1+0i,0+0i
2+0i,1e-08+0i,-0+0i,5+0i,1+0i,0+0i
2+0i,1e-10+0i,-0+0i,5+0i,1+0i,0+0i
2+0i,1e-12+0i,-0+0i,5+0i,1+0i,0+0i
3+0i,0.0001+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0.003139999999973497+0i
3+0i,1e-06+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
3+0i,1e-08+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
3+0i,1e-10+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,1+0i
3+0i,1e-12+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
4+0i,0.0001+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
4+0i,1e-06+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
4+0i,1e-08+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
4+0i,1e-10+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
4+0i,1e-12+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
5+0i,0.0001+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
5+0i,1e-06+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
5+0i,1e-08+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
5+0i,1e-10+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
5+0i,1e-12+0i,-0.1448738026396013-0.2412762155983416i,1000+0i,1.468747327272161+0i,0+0i
