1+0i,0.0001+0i,-1+0i,1000+0i,2+0i,0.04154801368713379+0i
1+0i,1e-06+0i,-1+0i,1000+0i,2+0i,0.03682088851928711+0i
1+0i,1e-08+0i,-1+0i,1000+0i,2+0i,0.03707718849182129+0i
1+0i,1e-10+0i,-1+0i,1000+0i,2+0i,0.03695893287658691+0i
1+0i,1e-12+0i,-1+0i,1000+0i,2+0i,0.03670907020568848+0i
2+0i,0.0001+0i,6.133667618585734e+170+0i,1000+0i,Inf+0i,0.03707194328308105+0i
2+0i,1e-06+0i,6.133667618585734e+170+0i,1000+0i,Inf+0i,0.0368349552154541+0i
2+0i,1e-08+0i,6.133667618585734e+170+0i,1000+0i,Inf+0i,0.03679180145263672+0i
2+0i,1e-10+0i,6.133667618585734e+170+0i,1000+0i,Inf+0i,0.03689408302307129+0i
2+0i,1e-12+0i,6.133667618585734e+170+0i,1000+0i,Inf+0i,0.0372169017791748+0i
3+0i,0.0001+0i,-2.643008511719562e-149+0i,1000+0i,1+0i,0.03710389137268066+0i
3+0i,1e-06+0i,-2.643008511719562e-149+0i,1000+0i,1+0i,0.03722906112670898+0i
3+0i,1e-08+0i,-2.643008511719562e-149+0i,1000+0i,1+0i,0.03798699378967285+0i
3+0i,1e-10+0i,-2.643008511719562e-149+0i,1000+0i,1+0i,0.03764200210571289+0i
3+0i,1e-12+0i,-2.643008511719562e-149+0i,1000+0i,1+0i,0.03680300712585449+0i
4+0i,0.0001+0i,6.458658672222878e+138+0i,1000+0i,4.171427184427979e+277+0i,0.03715801239013672+0i
4+0i,1e-06+0i,6.458658672222878e+138+0i,1000+0i,4.171427184427979e+277+0i,0.03686881065368652+0i
4+0i,1e-08+0i,6.458658672222878e+138+0i,1000+0i,4.171427184427979e+277+0i,0.03709793090820312+0i
4+0i,1e-10+0i,6.458658672222878e+138+0i,1000+0i,4.171427184427979e+277+0i,0.03689789772033691+0i
4+0i,1e-12+0i,6.458658672222878e+138+0i,1000+0i,4.171427184427979e+277+0i,0.03691005706787109+0i
5+0i,0.0001+0i,3.123585072686945e-160+0i,1000+0i,1+0i,0.03696489334106445+0i
5+0i,1e-06+0i,3.123585072686945e-160+0i,1000+0i,1+0i,0.03698611259460449+0i
5+0i,1e-08+0i,3.123585072686945e-160+0i,1000+0i,1+0i,0.03685498237609863+0i
5+0i,1e-10+0i,3.123585072686945e-160+0i,1000+0i,1+0i,0.0368201732635498+0i
5+0i,1e-12+0i,3.123585072686945e-160+0i,1000+0i,1+0i,0.03694891929626465+0i
1+0i,0.0001+0i,0.4384209764597302+0i,10+0i,3.881848892309248e-05+0i,0.0003821849822998047+0i
1+0i,1e-06+0i,0.4384307153336705+0i,14+0i,2.540170314369039e-07+0i,0.0005178451538085938+0i
1+0i,1e-08+0i,0.4384307809574016+0i,17+0i,5.844299433288569e-09+0i,0.0006320476531982422+0i
1+0i,1e-10+0i,0.4384307794911771+0i,21+0i,3.824346395120415e-11+0i,0.0007700920104980469+0i
1+0i,1e-12+0i,0.4384307794815826+0i,25+0i,2.504385587798197e-13+0i,0.0009169578552246094+0i
2+0i,0.0001+0i,0.4384410661560271+0i,11+0i,4.073408348481689e-05+0i,0.0004260540008544922+0i
2+0i,1e-06+0i,0.4384308467955217+0i,15+0i,2.665545995872431e-07+0i,0.0005619525909423828+0i
