1,0.0001,1.55963155846587,14,6.092464865847802e-05,0.001250982284545898
1,1e-06,1.559610631982455,20,4.694998270160511e-07,0.001704216003417969
1,1e-08,1.559610466644288,25,8.141078033929716e-09,0.002110004425048828
1,1e-10,1.559610469440652,31,6.273914721077745e-11,0.002599000930786133
1,1e-12,1.559610469462202,37,4.836131495267182e-13,0.003014087677001953
2,0.0001,1.55963155846587,13,6.092464865847802e-05,0.001012802124023438
2,1e-06,1.559610631982455,19,4.694998270160511e-07,0.001501083374023438
2,1e-08,1.559610466644288,24,8.141078033929716e-09,0.002748012542724609
2,1e-10,1.559610469440652,30,6.273914721077745e-11,0.002429962158203125
2,1e-12,1.559610469462202,36,4.836131495267182e-13,0.002890110015869141
3,0.0001,1.559589238922786,14,6.133108581152236e-05,0.001441001892089844
3,1e-06,1.559610305847824,20,4.726614366568072e-07,0.001551151275634766
3,1e-08,1.55961047229943,25,8.195904399599385e-09,0.001955986022949219
3,1e-10,1.559610469484233,31,6.316103196013501e-11,0.002355813980102539
3,1e-12,1.559610469462538,37,4.862776847858186e-13,0.002916097640991211
4,0.0001,1.559582990655823,14,7.93807003107716e-05,0.001104116439819336
4,1e-06,1.559610257694432,20,6.117703803543151e-07,0.001585960388183594
4,1e-08,1.559610467830384,26,4.714596046895281e-09,0.002017021179199219
4,1e-10,1.559610469490668,31,8.175060628445863e-11,0.002436161041259766
4,1e-12,1.559610469462587,37,6.301625887772389e-13,0.002907991409301758
5,0.0001,1.559624393127264,15,4.022421698168799e-05,0.001168966293334961
5,1e-06,1.559610228029264,20,6.974692232653013e-07,0.001552820205688477
5,1e-08,1.55961046760177,26,5.375032641197208e-09,0.002045869827270508
5,1e-10,1.559610469448031,32,4.142286513797444e-11,0.00252985954284668
5,1e-12,1.559610469462618,37,7.176481631177012e-13,0.002892971038818359
